"Name","WAR","G...8","AB","R","H...11","HR...12","RBI","SB","BB...15","BA","OBP","SLG","OPS","W","L","ERA","WHIP","GS","SV","IP","H_A","HR_A","BB_A","SO_A","yearID","playerID","MVPCan"
"Curtis Granderson",7.6,158,612,122,185,23,74,26,52,0.302,0.361,0.552,0.913,0,0,0,0,0,0,0,0,0,0,0,2007,"grandcu01","yes"
"Derek Jeter",3.9,156,639,102,206,12,73,15,56,0.322,0.388,0.452,0.84,0,0,0,0,0,0,0,0,0,0,0,2007,"jeterde01","yes"
"Grady Sizemore",5.5,162,628,118,174,24,78,33,101,0.277,0.39,0.462,0.852,0,0,0,0,0,0,0,0,0,0,0,2007,"sizemgr01","yes"
"J.J. Putz",4,4,0,0,0,0,0,0,0,0,0,0,0,6,1,1.38,0.698,0,40,71.2,37,6,13,82,2007,"putzjj01","yes"
"CC Sabathia",6.4,1,3,0,2,0,0,0,0,0.667,0.667,0.667,1.333,19,7,3.21,1.141,34,0,241,238,20,37,209,2007,"sabatcc01","yes"
"Orlando Cabrera",4.2,155,638,101,192,8,86,20,44,0.301,0.345,0.397,0.742,0,0,0,0,0,0,0,0,0,0,0,2007,"cabreor01","yes"
"Torii Hunter",3.9,160,600,94,172,28,107,18,40,0.287,0.334,0.505,0.839,0,0,0,0,0,0,0,0,0,0,0,2007,"hunteto01","yes"
"Bobby Abreu",2.4,158,605,123,171,16,101,25,84,0.283,0.369,0.445,0.814,0,0,0,0,0,0,0,0,0,0,0,2007,"abreubo01","yes"
"John Lackey",6.2,1,2,0,0,0,0,0,0,0,0,0,0,19,9,3.01,1.21,33,0,224,219,18,52,179,2007,"lackejo01","yes"
"Placido Polanco",6.1,142,587,105,200,9,67,7,37,0.341,0.388,0.458,0.846,0,0,0,0,0,0,0,0,0,0,0,2007,"polanpl01","yes"
"Chone Figgins",3.4,115,442,81,146,3,58,41,51,0.33,0.393,0.432,0.825,0,0,0,0,0,0,0,0,0,0,0,2007,"figgich01","yes"
"Justin Morneau",2.9,157,590,84,160,31,111,1,64,0.271,0.343,0.492,0.834,0,0,0,0,0,0,0,0,0,0,0,2007,"morneju01","yes"
"Josh Beckett",6.5,3,11,1,2,0,1,0,0,0.182,0.182,0.273,0.455,20,7,3.27,1.141,30,0,200.2,189,17,40,194,2007,"beckejo02","yes"
"Roberto Hernandez",6.1,2,4,0,0,0,0,0,0,0,0,0,0,19,8,3.06,1.209,32,0,215,199,16,61,137,2007,"hernaro01","yes"
"Frank Thomas",2.2,155,531,63,147,26,95,0,81,0.277,0.377,0.48,0.857,0,0,0,0,0,0,0,0,0,0,0,2007,"thomafr04","yes"
"Dustin Pedroia",7,157,653,118,213,17,83,20,50,0.326,0.376,0.493,0.869,0,0,0,0,0,0,0,0,0,0,0,2008,"pedrodu01","yes"
"Justin Morneau",4.2,163,623,97,187,23,129,0,76,0.3,0.374,0.499,0.873,0,0,0,0,0,0,0,0,0,0,0,2008,"morneju01","yes"
"Kevin Youkilis",6.3,145,538,91,168,29,115,3,62,0.312,0.39,0.569,0.958,0,0,0,0,0,0,0,0,0,0,0,2008,"youklke01","yes"
"Joe Mauer",5.6,146,536,98,176,9,85,1,84,0.328,0.413,0.451,0.864,0,0,0,0,0,0,0,0,0,0,0,2008,"mauerjo01","yes"
"Carlos Quentin",5.3,130,480,96,138,36,100,7,66,0.288,0.394,0.571,0.965,0,0,0,0,0,0,0,0,0,0,0,2008,"quentca01","yes"
"Francisco Rodriguez",2.5,4,0,0,0,0,0,0,0,0,0,0,0,2,3,2.24,1.288,0,62,68.1,54,4,34,77,2008,"rodrifr03","yes"
"Josh Hamilton",5.5,156,624,98,190,32,130,9,64,0.304,0.371,0.53,0.901,0,0,0,0,0,0,0,0,0,0,0,2008,"hamiljo03","yes"
"Alex Rodriguez",6.8,138,510,104,154,35,103,18,65,0.302,0.392,0.573,0.965,0,0,0,0,0,0,0,0,0,0,0,2008,"rodrial01","yes"
"Carlos Pena",5.1,139,490,76,121,31,102,1,96,0.247,0.377,0.494,0.871,0,0,0,0,0,0,0,0,0,0,0,2008,"penaca01","yes"
"Grady Sizemore",5.9,157,634,101,170,33,90,38,98,0.268,0.374,0.502,0.876,0,0,0,0,0,0,0,0,0,0,0,2008,"sizemgr01","yes"
"Evan Longoria",4.8,122,448,67,122,27,85,7,46,0.272,0.343,0.531,0.874,0,0,0,0,0,0,0,0,0,0,0,2008,"longoev01","yes"
"Cliff Lee",6.7,2,5,0,0,0,0,0,0,0,0,0,0,22,3,2.54,1.11,31,0,223.1,214,12,34,170,2008,"leecl02","yes"
"Miguel Cabrera",2.7,160,616,85,180,37,127,1,56,0.292,0.349,0.537,0.887,0,0,0,0,0,0,0,0,0,0,0,2008,"cabremi01","yes"
"Vladimir Guerrero",2.4,143,541,85,164,27,91,5,51,0.303,0.365,0.521,0.886,0,0,0,0,0,0,0,0,0,0,0,2008,"guerrvl01","yes"
"Jermaine Dye",2.8,154,590,96,172,34,96,3,44,0.292,0.344,0.541,0.885,0,0,0,0,0,0,0,0,0,0,0,2008,"dyeje01","yes"
"Aubrey Huff",4.1,154,598,96,182,32,108,4,53,0.304,0.36,0.552,0.912,0,0,0,0,0,0,0,0,0,0,0,2008,"huffau01","yes"
"Milton Bradley",5.2,126,414,78,133,22,77,5,80,0.321,0.436,0.563,0.999,0,0,0,0,0,0,0,0,0,0,0,2008,"bradlmi01","yes"
"Jason Bartlett",1.7,128,454,48,130,1,37,20,22,0.286,0.329,0.361,0.69,0,0,0,0,0,0,0,0,0,0,0,2008,"bartlja01","yes"
"Mike Mussina",5.1,2,5,0,1,0,0,0,0,0.2,0.2,0.2,0.4,20,9,3.37,1.223,34,0,200.1,214,17,31,150,2008,"mussimi01","yes"
"Raul Ibanez",2.7,162,635,85,186,23,110,2,64,0.293,0.358,0.479,0.837,0,0,0,0,0,0,0,0,0,0,0,2008,"ibanera01","yes"
"Ian Kinsler",4.7,121,518,102,165,18,71,26,45,0.319,0.375,0.517,0.892,0,0,0,0,0,0,0,0,0,0,0,2008,"kinslia01","yes"
"Ichiro Suzuki",5.4,162,686,103,213,6,42,43,51,0.31,0.361,0.386,0.747,0,0,0,0,0,0,0,0,0,0,0,2008,"suzukic01","yes"
"Mark Teixeira",3.7,54,193,39,69,13,43,2,32,0.358,0.449,0.632,1.081,0,0,0,0,0,0,0,0,0,0,0,2008,"teixema01","yes"
"Joe Mauer",7.8,138,523,94,191,28,96,4,76,0.365,0.444,0.587,1.031,0,0,0,0,0,0,0,0,0,0,0,2009,"mauerjo01","yes"
"Mark Teixeira",5.3,156,609,103,178,39,122,2,81,0.292,0.383,0.565,0.948,0,0,0,0,0,0,0,0,0,0,0,2009,"teixema01","yes"
"Derek Jeter",6.6,153,634,107,212,18,66,30,72,0.334,0.406,0.465,0.871,0,0,0,0,0,0,0,0,0,0,0,2009,"jeterde01","yes"
"Miguel Cabrera",5.1,160,611,96,198,34,103,6,68,0.324,0.396,0.547,0.942,0,0,0,0,0,0,0,0,0,0,0,2009,"cabremi01","yes"
"Kendrys Morales",4.3,152,566,86,173,34,108,3,46,0.306,0.355,0.569,0.924,0,0,0,0,0,0,0,0,0,0,0,2009,"moralke01","yes"
"Kevin Youkilis",6.6,136,491,99,150,27,94,7,77,0.305,0.413,0.548,0.961,0,0,0,0,0,0,0,0,0,0,0,2009,"youklke01","yes"
"Jason Bay",5.2,151,531,103,142,36,119,13,94,0.267,0.384,0.537,0.921,0,0,0,0,0,0,0,0,0,0,0,2009,"bayja01","yes"
"Ben Zobrist",8.6,152,501,91,149,27,91,17,91,0.297,0.405,0.543,0.948,0,0,0,0,0,0,0,0,0,0,0,2009,"zobribe01","yes"
"Ichiro Suzuki",4.7,146,639,88,225,11,46,26,32,0.352,0.386,0.465,0.851,0,0,0,0,0,0,0,0,0,0,0,2009,"suzukic01","yes"
"Chone Figgins",7.7,158,615,114,183,5,54,42,101,0.298,0.395,0.393,0.789,0,0,0,0,0,0,0,0,0,0,0,2009,"figgich01","yes"
"Alex Rodriguez",4.2,124,444,78,127,30,100,14,80,0.286,0.402,0.532,0.933,0,0,0,0,0,0,0,0,0,0,0,2009,"rodrial01","yes"
"Bobby Abreu",3.2,152,563,96,165,15,103,30,94,0.293,0.39,0.435,0.825,0,0,0,0,0,0,0,0,0,0,0,2009,"abreubo01","yes"
"Aaron Hill",5.8,158,682,103,195,36,108,6,42,0.286,0.33,0.499,0.829,0,0,0,0,0,0,0,0,0,0,0,2009,"hillaa01","yes"
"Mariano Rivera",3.6,6,1,0,0,0,1,0,1,0,0.5,0,0.5,3,3,1.76,0.905,0,44,66.1,48,7,12,72,2009,"riverma01","yes"
"Adam Lind",3.9,151,587,93,179,35,114,1,58,0.305,0.37,0.562,0.932,0,0,0,0,0,0,0,0,0,0,0,2009,"lindad01","yes"
"Michael Young",2.8,135,541,76,174,22,68,8,47,0.322,0.374,0.518,0.892,0,0,0,0,0,0,0,0,0,0,0,2009,"youngmi02","yes"
"Robinson Canó",4.5,161,637,103,204,25,85,5,30,0.32,0.352,0.52,0.871,0,0,0,0,0,0,0,0,0,0,0,2009,"canoro01","yes"
"Zack Greinke",10.4,2,6,0,1,0,0,0,0,0.167,0.167,0.333,0.5,16,8,2.16,1.073,33,0,229.1,195,11,51,242,2009,"greinza01","yes"
"Evan Longoria",7,157,584,100,164,33,113,9,72,0.281,0.364,0.526,0.889,0,0,0,0,0,0,0,0,0,0,0,2009,"longoev01","yes"
"Justin Verlander",5.4,2,2,0,0,0,0,0,0,0,0,0,0,19,9,3.45,1.175,35,0,240,219,20,63,269,2009,"verlaju01","yes"
"Michael Cuddyer",2.8,153,588,93,162,32,94,6,54,0.276,0.342,0.52,0.862,0,0,0,0,0,0,0,0,0,0,0,2009,"cuddymi01","yes"
"Victor Martinez",3.6,155,588,88,178,23,108,1,75,0.303,0.381,0.48,0.861,0,0,0,0,0,0,0,0,0,0,0,2009,"martivi01","yes"
"CC Sabathia",6.2,2,4,1,1,0,1,0,0,0.25,0.25,0.25,0.5,19,8,3.37,1.148,34,0,230,197,18,67,197,2009,"sabatcc01","yes"
"Jason Kubel",3.5,146,514,73,154,28,103,1,56,0.3,0.369,0.539,0.907,0,0,0,0,0,0,0,0,0,0,0,2009,"kubelja01","yes"
"Placido Polanco",2.5,153,618,82,176,10,72,7,36,0.285,0.331,0.396,0.727,0,0,0,0,0,0,0,0,0,0,0,2009,"polanpl01","yes"
"Felix Hernandez",5.9,2,6,1,0,0,0,0,1,0,0.143,0,0.143,19,5,2.49,1.135,34,0,238.2,200,15,71,217,2009,"hernafe02","yes"
"Ian Kinsler",6,144,566,101,143,31,86,31,59,0.253,0.327,0.488,0.814,0,0,0,0,0,0,0,0,0,0,0,2009,"kinslia01","yes"
"Josh Hamilton",8.7,133,518,95,186,32,100,8,43,0.359,0.411,0.633,1.044,0,0,0,0,0,0,0,0,0,0,0,2010,"hamiljo03","yes"
"Miguel Cabrera",6.5,150,548,111,180,38,126,3,89,0.328,0.42,0.622,1.042,0,0,0,0,0,0,0,0,0,0,0,2010,"cabremi01","yes"
"Robinson Canó",8.1,160,626,103,200,29,109,3,57,0.319,0.381,0.534,0.914,0,0,0,0,0,0,0,0,0,0,0,2010,"canoro01","yes"
"Jose Bautista",7,161,569,109,148,54,124,9,100,0.26,0.378,0.617,0.995,0,0,0,0,0,0,0,0,0,0,0,2010,"bautijo02","yes"
"Paul Konerko",4.7,149,548,89,171,39,111,0,72,0.312,0.393,0.584,0.977,0,0,0,0,0,0,0,0,0,0,0,2010,"konerpa01","yes"
"Evan Longoria",8.2,151,574,96,169,22,104,15,72,0.294,0.372,0.507,0.879,0,0,0,0,0,0,0,0,0,0,0,2010,"longoev01","yes"
"Carl Crawford",7,154,600,110,184,19,90,47,46,0.307,0.356,0.495,0.851,0,0,0,0,0,0,0,0,0,0,0,2010,"crawfca02","yes"
"Joe Mauer",5.9,137,510,88,167,9,75,1,65,0.327,0.402,0.469,0.871,0,0,0,0,0,0,0,0,0,0,0,2010,"mauerjo01","yes"
"Adrian Beltre",7.8,154,589,84,189,28,102,2,40,0.321,0.365,0.553,0.919,0,0,0,0,0,0,0,0,0,0,0,2010,"beltrad01","yes"
"Delmon Young",1.9,153,570,77,170,21,112,5,28,0.298,0.333,0.493,0.826,0,0,0,0,0,0,0,0,0,0,0,2010,"youngde03","yes"
"Vladimir Guerrero",1.8,152,593,83,178,29,115,4,35,0.3,0.345,0.496,0.841,0,0,0,0,0,0,0,0,0,0,0,2010,"guerrvl01","yes"
"Rafael Soriano",2.1,7,0,0,0,0,0,0,0,0,0,0,0,3,2,1.73,0.802,0,45,62.1,36,4,14,57,2010,"soriara01","yes"
"CC Sabathia",4.8,2,5,0,1,0,0,0,0,0.2,0.2,0.2,0.4,21,7,3.18,1.191,34,0,237.2,209,20,74,197,2010,"sabatcc01","yes"
"Shin-Soo Choo",5.9,144,550,81,165,22,90,22,83,0.3,0.401,0.484,0.885,0,0,0,0,0,0,0,0,0,0,0,2010,"choosh01","yes"
"Alex Rodriguez",4.2,137,522,74,141,30,125,4,59,0.27,0.341,0.506,0.847,0,0,0,0,0,0,0,0,0,0,0,2010,"rodrial01","yes"
"Felix Hernandez",7.1,1,2,0,0,0,0,0,0,0,0,0,0,13,12,2.27,1.057,34,0,249.2,194,17,70,232,2010,"hernafe02","yes"
"Ichiro Suzuki",3.7,162,680,74,214,6,43,42,45,0.315,0.359,0.394,0.754,0,0,0,0,0,0,0,0,0,0,0,2010,"suzukic01","yes"
"Jim Thome",3.6,108,276,48,78,25,59,0,60,0.283,0.412,0.627,1.039,0,0,0,0,0,0,0,0,0,0,0,2010,"thomeji01","yes"
"Joakim Soria",3.7,2,0,0,0,0,0,0,0,0,0,0,0,1,2,1.78,1.051,0,43,65.2,53,4,16,71,2010,"soriajo01","yes"
"Mark Teixeira",4.1,158,601,113,154,33,108,0,93,0.256,0.365,0.481,0.846,0,0,0,0,0,0,0,0,0,0,0,2010,"teixema01","yes"
"Justin Verlander",8.6,1,4,0,0,0,0,0,0,0,0,0,0,24,5,2.4,0.92,34,0,251,174,24,57,250,2011,"verlaju01","yes"
"Jacoby Ellsbury",8.3,158,660,119,212,32,105,39,52,0.321,0.376,0.552,0.928,0,0,0,0,0,0,0,0,0,0,0,2011,"ellsbja01","yes"
"Jose Bautista",8.3,149,513,105,155,43,103,9,132,0.302,0.447,0.608,1.056,0,0,0,0,0,0,0,0,0,0,0,2011,"bautijo02","yes"
"Curtis Granderson",6.1,156,583,136,153,41,119,25,85,0.262,0.364,0.552,0.916,0,0,0,0,0,0,0,0,0,0,0,2011,"grandcu01","yes"
"Miguel Cabrera",7.6,161,572,111,197,30,105,2,108,0.344,0.448,0.586,1.033,0,0,0,0,0,0,0,0,0,0,0,2011,"cabremi01","yes"
"Robinson Canó",5.8,159,623,104,188,28,118,8,38,0.302,0.349,0.533,0.882,0,0,0,0,0,0,0,0,0,0,0,2011,"canoro01","yes"
"Adrian Gonzalez",6.9,159,630,108,213,27,117,1,74,0.338,0.41,0.548,0.957,0,0,0,0,0,0,0,0,0,0,0,2011,"gonzaad01","yes"
"Michael Young",2.7,159,631,88,213,11,106,6,47,0.338,0.38,0.474,0.854,0,0,0,0,0,0,0,0,0,0,0,2011,"youngmi02","yes"
"Dustin Pedroia",8,159,635,102,195,21,91,26,86,0.307,0.387,0.474,0.861,0,0,0,0,0,0,0,0,0,0,0,2011,"pedrodu01","yes"
"Evan Longoria",7.2,133,483,78,118,31,99,3,80,0.244,0.355,0.495,0.85,0,0,0,0,0,0,0,0,0,0,0,2011,"longoev01","yes"
"Ian Kinsler",7,155,620,121,158,32,77,30,89,0.255,0.355,0.477,0.832,0,0,0,0,0,0,0,0,0,0,0,2011,"kinslia01","yes"
"Alex Avila",5.1,141,464,63,137,19,82,3,73,0.295,0.389,0.506,0.895,0,0,0,0,0,0,0,0,0,0,0,2011,"avilaal01","yes"
"Paul Konerko",2.9,149,543,69,163,31,105,1,77,0.3,0.388,0.517,0.906,0,0,0,0,0,0,0,0,0,0,0,2011,"konerpa01","yes"
"CC Sabathia",6.4,1,3,0,0,0,0,0,0,0,0,0,0,19,8,3,1.226,33,0,237.1,230,17,61,230,2011,"sabatcc01","yes"
"Adrian Beltre",5.6,124,487,82,144,32,105,1,25,0.296,0.331,0.561,0.892,0,0,0,0,0,0,0,0,0,0,0,2011,"beltrad01","yes"
"Victor Martinez",3.2,145,540,76,178,12,103,1,46,0.33,0.38,0.47,0.85,0,0,0,0,0,0,0,0,0,0,0,2011,"martivi01","yes"
"James Shields",5.8,3,8,0,0,0,1,0,0,0,0,0,0,16,12,2.82,1.043,33,0,249.1,195,26,65,225,2011,"shielja02","yes"
"Ben Zobrist",7.6,156,588,99,158,20,91,19,77,0.269,0.353,0.469,0.822,0,0,0,0,0,0,0,0,0,0,0,2011,"zobribe01","yes"
"Mark Teixeira",3.4,156,589,90,146,39,111,4,76,0.248,0.341,0.494,0.835,0,0,0,0,0,0,0,0,0,0,0,2011,"teixema01","yes"
"Asdrubal Cabrera",4.7,151,604,87,165,25,92,17,44,0.273,0.332,0.46,0.792,0,0,0,0,0,0,0,0,0,0,0,2011,"cabreas01","yes"
"Alex Gordon",7.3,151,611,101,185,23,87,17,67,0.303,0.376,0.502,0.879,0,0,0,0,0,0,0,0,0,0,0,2011,"gordoal01","yes"
"Josh Hamilton",3.8,121,487,80,145,25,94,8,39,0.298,0.346,0.536,0.882,0,0,0,0,0,0,0,0,0,0,0,2011,"hamiljo03","yes"
"David Robertson",3.7,8,0,0,0,0,0,0,0,0,0,0,0,4,0,1.08,1.125,0,1,66.2,40,1,35,100,2011,"roberda08","yes"
"Miguel Cabrera",7.1,161,622,109,205,44,139,4,66,0.33,0.393,0.606,0.999,0,0,0,0,0,0,0,0,0,0,0,2012,"cabremi01","yes"
"Mike Trout",10.5,139,559,129,182,30,83,49,67,0.326,0.399,0.564,0.963,0,0,0,0,0,0,0,0,0,0,0,2012,"troutmi01","yes"
"Adrian Beltre",7.2,156,604,95,194,36,102,1,36,0.321,0.359,0.561,0.921,0,0,0,0,0,0,0,0,0,0,0,2012,"beltrad01","yes"
"Robinson Canó",8.4,161,627,105,196,33,94,3,61,0.313,0.379,0.55,0.929,0,0,0,0,0,0,0,0,0,0,0,2012,"canoro01","yes"
"Josh Hamilton",4,148,562,103,160,43,128,7,60,0.285,0.354,0.577,0.93,0,0,0,0,0,0,0,0,0,0,0,2012,"hamiljo03","yes"
"Adam Jones",4.1,162,648,103,186,32,82,16,34,0.287,0.334,0.505,0.839,0,0,0,0,0,0,0,0,0,0,0,2012,"jonesad01","yes"
"Derek Jeter",2.2,159,683,99,216,15,58,9,45,0.316,0.362,0.429,0.791,0,0,0,0,0,0,0,0,0,0,0,2012,"jeterde01","yes"
"Justin Verlander",8,3,4,0,0,0,0,0,0,0,0,0,0,17,8,2.64,1.057,33,0,238.1,192,19,60,239,2012,"verlaju01","yes"
"Prince Fielder",4.7,162,581,83,182,30,108,1,85,0.313,0.412,0.528,0.94,0,0,0,0,0,0,0,0,0,0,0,2012,"fieldpr01","yes"
"Yoenis Céspedes",4,129,487,70,142,23,82,16,43,0.292,0.356,0.505,0.861,0,0,0,0,0,0,0,0,0,0,0,2012,"cespeyo01","yes"
"Edwin Encarnacion",5,151,542,93,152,42,110,13,84,0.28,0.384,0.557,0.941,0,0,0,0,0,0,0,0,0,0,0,2012,"encared01","yes"
"David Price",6.6,2,4,0,0,0,0,0,1,0,0.2,0,0.2,20,5,2.56,1.1,31,0,211,173,16,59,205,2012,"priceda01","yes"
"Fernando Rodney",3.7,8,0,0,0,0,0,0,0,0,0,0,0,2,2,0.6,0.777,0,48,74.2,43,2,15,76,2012,"rodnefe01","yes"
"Jim Johnson",2.4,4,0,0,0,0,0,0,0,0,0,0,0,2,1,2.49,1.019,0,51,68.2,55,3,15,41,2012,"johnsji04","yes"
"Alex Rios",4.8,157,605,93,184,25,91,23,26,0.304,0.334,0.516,0.85,0,0,0,0,0,0,0,0,0,0,0,2012,"riosal01","yes"
"Josh Reddick",4.6,156,611,85,148,32,85,11,55,0.242,0.305,0.463,0.768,0,0,0,0,0,0,0,0,0,0,0,2012,"reddijo01","yes"
"Albert Pujols",4.8,154,607,85,173,30,105,8,52,0.285,0.343,0.516,0.859,0,0,0,0,0,0,0,0,0,0,0,2012,"pujolal01","yes"
"Ben Zobrist",5.8,157,560,88,151,20,74,14,97,0.27,0.377,0.471,0.848,0,0,0,0,0,0,0,0,0,0,0,2012,"zobribe01","yes"
"Joe Mauer",4.4,147,545,81,174,10,85,8,90,0.319,0.416,0.446,0.861,0,0,0,0,0,0,0,0,0,0,0,2012,"mauerjo01","yes"
"Rafael Soriano",2.6,9,0,0,0,0,0,0,0,0,0,0,0,2,1,2.26,1.167,0,42,67.2,55,6,24,69,2012,"soriara01","yes"
"Matt Wieters",4.1,144,526,67,131,23,83,3,60,0.249,0.329,0.435,0.764,0,0,0,0,0,0,0,0,0,0,0,2012,"wietema01","yes"
"Felix Hernandez",5.3,1,3,0,1,0,2,0,0,0.333,0.333,0.667,1,13,9,3.06,1.142,33,0,232,209,14,56,223,2012,"hernafe02","yes"
"Jered Weaver",4.4,1,2,1,1,0,0,0,1,0.5,0.667,0.5,1.167,20,5,2.81,1.018,30,0,188.2,147,20,45,142,2012,"weaveje02","yes"
"Raul Ibanez",0.5,130,384,50,92,19,62,3,35,0.24,0.308,0.453,0.761,0,0,0,0,0,0,0,0,0,0,0,2012,"ibanera01","yes"
"Miguel Cabrera",7.5,148,555,103,193,44,137,3,90,0.348,0.442,0.636,1.078,0,0,0,0,0,0,0,0,0,0,0,2013,"cabremi01","yes"
"Mike Trout",8.9,157,589,109,190,27,97,33,110,0.323,0.432,0.557,0.988,0,0,0,0,0,0,0,0,0,0,0,2013,"troutmi01","yes"
"Chris Davis",7.1,160,584,103,167,53,138,4,72,0.286,0.37,0.634,1.004,0,0,0,0,0,0,0,0,0,0,0,2013,"davisch02","yes"
"Josh Donaldson",7.2,158,579,89,174,24,93,5,76,0.301,0.384,0.499,0.883,0,0,0,0,0,0,0,0,0,0,0,2013,"donaljo02","yes"
"Robinson Canó",6.6,160,605,81,190,27,107,7,65,0.314,0.383,0.516,0.899,0,0,0,0,0,0,0,0,0,0,0,2013,"canoro01","yes"
"Evan Longoria",5.8,160,614,91,165,32,88,1,70,0.269,0.343,0.498,0.842,0,0,0,0,0,0,0,0,0,0,0,2013,"longoev01","yes"
"Adrian Beltre",5.7,161,631,88,199,30,92,1,50,0.315,0.371,0.509,0.88,0,0,0,0,0,0,0,0,0,0,0,2013,"beltrad01","yes"
"Dustin Pedroia",6.1,160,641,91,193,9,84,17,73,0.301,0.372,0.415,0.787,0,0,0,0,0,0,0,0,0,0,0,2013,"pedrodu01","yes"
"Manny Machado",5.9,156,667,88,189,14,71,6,29,0.283,0.314,0.432,0.746,0,0,0,0,0,0,0,0,0,0,0,2013,"machama01","yes"
"David Ortiz",4.4,137,518,84,160,30,103,4,76,0.309,0.395,0.564,0.959,0,0,0,0,0,0,0,0,0,0,0,2013,"ortizda01","yes"
"Jason Kipnis",5,149,564,86,160,17,84,30,76,0.284,0.366,0.452,0.818,0,0,0,0,0,0,0,0,0,0,0,2013,"kipnija01","yes"
"Max Scherzer",6.6,1,3,0,1,0,1,0,0,0.333,0.333,0.667,1,21,3,2.9,0.97,32,0,214.1,152,18,56,240,2013,"scherma01","yes"
"Adam Jones",4.8,160,653,100,186,33,108,14,25,0.285,0.318,0.493,0.811,0,0,0,0,0,0,0,0,0,0,0,2013,"jonesad01","yes"
"Edwin Encarnacion",4.1,142,530,90,144,36,104,7,82,0.272,0.37,0.534,0.904,0,0,0,0,0,0,0,0,0,0,0,2013,"encared01","yes"
"Coco Crisp",3.8,131,513,93,134,22,66,21,61,0.261,0.335,0.444,0.779,0,0,0,0,0,0,0,0,0,0,0,2013,"crispco01","yes"
"Jacoby Ellsbury",5.8,134,577,92,172,9,53,52,47,0.298,0.355,0.426,0.781,0,0,0,0,0,0,0,0,0,0,0,2013,"ellsbja01","yes"
"Greg Holland",3.2,6,0,0,0,0,0,0,0,0,0,0,0,2,1,1.21,0.866,0,47,67,40,3,18,103,2013,"hollagr01","yes"
"Carlos Santana",4.4,154,541,75,145,20,74,3,93,0.268,0.377,0.455,0.832,0,0,0,0,0,0,0,0,0,0,0,2013,"santaca01","yes"
"Torii Hunter",2.6,144,606,90,184,17,84,3,26,0.304,0.334,0.465,0.8,0,0,0,0,0,0,0,0,0,0,0,2013,"hunteto01","yes"
"Hisashi Iwakuma",7,1,3,0,0,0,0,0,0,0,0,0,0,14,6,2.66,1.006,33,0,219.2,179,25,42,185,2013,"iwakuhi01","yes"
"Koji Uehara",3.5,3,0,0,0,0,0,0,0,0,0,0,0,4,1,1.09,0.565,0,21,74.1,33,5,9,101,2013,"ueharko01","yes"
"Yu Darvish",5.5,1,3,0,0,0,0,0,0,0,0,0,0,13,9,2.83,1.073,32,0,209.2,145,26,80,277,2013,"darviyu01","yes"
"Felix Hernandez",5.1,2,5,1,0,0,0,0,1,0,0.167,0,0.167,12,10,3.04,1.131,31,0,204.1,185,15,46,216,2013,"hernafe02","yes"
"Salvador Perez",4.2,138,496,48,145,13,79,0,21,0.292,0.323,0.433,0.757,0,0,0,0,0,0,0,0,0,0,0,2013,"perezsa02","yes"
"Shane Victorino",6,122,477,82,140,15,61,21,25,0.294,0.351,0.451,0.801,0,0,0,0,0,0,0,0,0,0,0,2013,"victosh01","yes"
"Mike Trout",7.7,157,602,115,173,36,111,16,83,0.287,0.377,0.561,0.939,0,0,0,0,0,0,0,0,0,0,0,2014,"troutmi01","yes"
"Victor Martinez",5.5,151,561,87,188,32,103,3,70,0.335,0.409,0.565,0.974,0,0,0,0,0,0,0,0,0,0,0,2014,"martivi01","yes"
"Michael Brantley",7,156,611,94,200,20,97,23,52,0.327,0.385,0.506,0.89,0,0,0,0,0,0,0,0,0,0,0,2014,"brantmi02","yes"
"José Abreu",5.8,145,556,80,176,36,107,3,51,0.317,0.383,0.581,0.964,0,0,0,0,0,0,0,0,0,0,0,2014,"abreujo02","yes"
"Robinson Canó",6.3,157,595,77,187,14,82,10,61,0.314,0.382,0.454,0.836,0,0,0,0,0,0,0,0,0,0,0,2014,"canoro01","yes"
"Jose Bautista",6.9,155,553,101,158,35,103,6,104,0.286,0.403,0.524,0.928,0,0,0,0,0,0,0,0,0,0,0,2014,"bautijo02","yes"
"Nelson Cruz",4.5,159,613,87,166,40,108,4,55,0.271,0.333,0.525,0.859,0,0,0,0,0,0,0,0,0,0,0,2014,"cruzne02","yes"
"Josh Donaldson",6.9,158,608,93,155,29,98,8,76,0.255,0.342,0.456,0.798,0,0,0,0,0,0,0,0,0,0,0,2014,"donaljo02","yes"
"Miguel Cabrera",5.1,159,611,101,191,25,109,1,60,0.313,0.371,0.524,0.895,0,0,0,0,0,0,0,0,0,0,0,2014,"cabremi01","yes"
"Felix Hernandez",6.3,1,2,0,0,0,0,0,0,0,0,0,0,15,6,2.14,0.915,34,0,236,170,16,46,248,2014,"hernafe02","yes"
"Corey Kluber",8.1,4,5,0,1,0,0,0,0,0.2,0.2,0.2,0.4,18,9,2.44,1.095,34,0,235.2,207,14,51,269,2014,"klubeco01","yes"
"Alex Gordon",6.1,156,563,87,150,19,74,12,65,0.266,0.351,0.432,0.783,0,0,0,0,0,0,0,0,0,0,0,2014,"gordoal01","yes"
"Jose Altuve",5.5,158,660,85,225,7,59,56,36,0.341,0.377,0.453,0.83,0,0,0,0,0,0,0,0,0,0,0,2014,"altuvjo01","yes"
"Adam Jones",4.8,159,644,88,181,29,96,7,19,0.281,0.311,0.469,0.78,0,0,0,0,0,0,0,0,0,0,0,2014,"jonesad01","yes"
